id,province,population,x_coord,y_coord,latitude,longitude,name,household_id
64015,6,5670,205561.399285714,145324.245714286,50.6170074238095,5.15741644761905,BRAIVES,6
64021,6,2882,222885.688571429,155965.39,50.7174005,5.3977268,CRISNEE,6
64023,6,2962,217951.563333333,149235.391666667,50.6463239333333,5.31890993333333,DONCEEL,6
64025,6,3142,222905.784,150463.875,50.6642009,5.3987435,FEXHE-LE-HAUT-CLOCHER ,6
64029,6,2846,207494.5571875,151202.3784375,50.66522195,5.172402575,GEER,6
64034,6,13937,200148.514125,150903.909625,50.67254432,5.0771502575,HANNUT,6
64047,6,3005,196754.27125,157097.985,50.718675925,5.0300331,LINCENT,6
64056,6,3702,219060.813,157551.556,50.73175,5.3577,OREYE,6
64063,6,5259,218532.819,153334.123,50.68732507,5.33491488,REMICOURT,6
64065,6,6824,220426.7925,143086.465714286,50.60007,5.35756,SAINT-GEORGES-SUR-MEUSE,6
64074,6,14013,213237.95,154132.063125,50.6954193291667,5.26197869166667,WAREMME,6
64075,6,2368,196560.532333333,145261.417333333,50.60545973,5.02832898,WASSEIGE,6
64076,6,3485,212160.7125,148672.6775,50.638481925,5.23516781666667,FAIMES-CELLES,6
71002,7,8229,235612.768125,189456.996875,51.01100581875,5.59041270625,AS,7
71004,7,44229,209879.741065574,194726.440655738,51.0487344098361,5.21264829508197,BERINGEN,7
71011,7,20213,224385.178846154,178653.938461538,50.91083,5.41336,DIEPENBEEK,7
71016,7,68353,229238.533,185213.0928,50.97960258,5.50961926,GENK,7
71017,7,8274,207035.1402,158667.6816,50.7385491,5.170312608,GINGELOM,7
71020,7,9026,201179.08375,182874.693125,50.95776809375,5.109483875,HALEN,7
71022,7,76704,216500.242145594,180994.838716475,50.932459808046,5.30130681264368,HASSELT,7
71024,7,13114,207046.7934,181292.1836,50.946648736,5.175029104,HERK-DE-STAD,7
71034,7,15185,211394.361176471,201269.554117647,51.1138520352941,5.24034669411765,LEOPOLDSBURG,7
71037,7,15173,207509.191212121,187852.724242424,50.9887719090909,5.17890062727273,LUMMEN,7
71045,7,7377,208873.6975,174306.198,50.89115626,5.19876493,NIEUWERKERKEN,7
71047,7,10647,234904.645333333,192892.14,51.04316,5.58412,OPGLABBEEK,7
71053,7,41829,208676.3525,167141.640294118,50.80806,5.19298846617647,SINT-TRUIDEN,7
71057,7,18450,200252.062916667,194676.070416667,51.0642666,5.0881938,TESSENDERLO,7
71066,7,21865,220609.061875,187229.645,50.98931271875,5.363570775,ZONHOVEN,7
71067,7,7957,234788.313333333,180754.896666667,50.93196,5.57227,ZUTENDAAL,7
71069,7,10657,205539.212857143,199289.889047619,51.0946524857143,5.14661788095238,HAM-OOSTHAM,7
71070,7,33748,214585.594015152,190459.669090909,51.0354099,5.283057,HEUSDEN,7
72003,7,13293,232823.028157895,208562.534736842,51.1772904263158,5.55953730526316,BOCHOLT,7
72004,7,15730,237274.534,203846.729666667,51.13898643,5.60348756,BREE,7
72018,7,13396,248298.210952381,204997.273333333,51.1320176285714,5.79587826190476,KINROOI,7
72020,7,34658,215806.125348837,213378.240697674,51.2304193,5.3110063,LOMMEL,7
72021,7,26042,245173.780930233,198458.238139535,51.0897940046512,5.73032067674419,MAASEIK,7
72025,7,17421,225881.513529412,213677.680588235,51.2294398117647,5.44435752941176,NEERPELT,7
